,FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,DeltaOwn,Value,NumTrades,NumTradesCAT,TradeToFileTime,TradeToFileTimeCAT,%VolumeChange,%VolumeChangeCAT,%FuturePriceChange
1413,2021-06-07,2021-06-03,VIR,"Vir Biotechnology, Inc.",More Robert J,Dir,S - Sale,44.56,-11670.0,567150.0,-2.016170830309941,-520015.2,1,1,4,>1,48.74932517545438,>10%,-3.9856589258288317
1414,2021-06-07,2021-06-04,EVOP,"Evo Payments, Inc.",Reidenbach Michael L,"EVP, CIO",S - Sale+OE,30.08,-21000.0,342368.0,-5.779265097642059,-631680.0,1,1,3,>1,-42.966822045516864,<-10%,-2.308999278640118
1415,2021-06-07,2021-06-04,FLEX,Flex Ltd.,Advaithi Revathi,CEO,S - Sale,18.87,-56346.0,781604.0,-6.724267557730175,-1063249.02,5,>2,3,>1,-17.928681112438152,<-10%,-3.4446290247505513
1416,2021-06-07,2021-06-04,FLEX,Flex Ltd.,Barbier Francois,Group Pres,S - Sale,18.87,-33516.0,439130.0,-7.09114220791036,-632446.92,5,>2,3,>1,-17.928681112438152,<-10%,-3.4446290247505513
1417,2021-06-07,2021-06-04,FLEX,Flex Ltd.,Bennett David P,Chief Accounting Officer,S - Sale,18.87,-6522.0,150193.0,-4.161694796286252,-123070.14,5,>2,3,>1,-17.928681112438152,<-10%,-3.4446290247505513
1418,2021-06-07,2021-06-04,FLEX,Flex Ltd.,Hartung Michael P,"Pres, Agility Solutions",S - Sale,18.87,-9016.0,89692.0,-9.134011427645175,-170131.92,5,>2,3,>1,-17.928681112438152,<-10%,-3.4446290247505513
1419,2021-06-07,2021-06-04,FLEX,Flex Ltd.,Offer David Scott,"EVP, GC",S - Sale,18.87,-13146.0,514210.0,-2.492813203983647,-248065.02000000002,5,>2,3,>1,-17.928681112438152,<-10%,-3.4446290247505513
1420,2021-06-07,2021-06-03,DLR,"Digital Realty Trust, Inc.",Stein A William,CEO,S - Sale+OE,155.5,-100000.0,0.0,-100.0,-15550000.0,1,1,4,>1,49.849529171925056,>10%,3.43217819647082
1421,2021-06-07,2021-06-04,NTRA,"Natera, Inc.",Brophy Michael Burkes,CFO,S - Sale+OE,97.51,-3489.0,93919.0,-3.5818413272010514,-340212.39,3,>2,3,>1,-23.04810557684121,<-10%,3.317998874819234
1422,2021-06-07,2021-06-04,NTRA,"Natera, Inc.",Chapman Steven Leonard,"CEO, Pres",S - Sale+OE,97.51,-4709.0,77418.0,-5.733802525357069,-459174.59,3,>2,3,>1,-23.04810557684121,<-10%,3.317998874819234
1423,2021-06-07,2021-06-04,NTRA,"Natera, Inc.",Rabinowitz Daniel,GC,S - Sale+OE,97.51,-3140.0,47367.0,-6.216960025343022,-306181.4,3,>2,3,>1,-23.04810557684121,<-10%,3.317998874819234
1424,2021-06-07,2021-06-03,APLT,Applied Therapeutics Inc.,Perfetti Riccardo,Chief Medical Officer,S - Sale+OE,20.09,-1380.0,0.0,-100.0,-27724.2,1,1,4,>1,42.4901185770751,>10%,12.984589941421858
1425,2021-06-07,2021-06-07,GOOG,Alphabet Inc.,Hennessy John L,Dir,S - Sale,2449.71,-70.0,3638.0,-1.8878101402373246,-171479.7,1,1,0,0,-8.08540157237552,-10 to 0%,2.4715243079546934
1426,2021-06-07,2021-06-03,AMRK,"A-Mark Precious Metals, Inc.",Richardson William A,10%,S - Sale,51.4,-17101.0,1215155.0,-1.3877798119871196,-878991.4,1,1,4,>1,-5.505415162454874,-10 to 0%,-7.112320078755042
1427,2021-06-07,2021-06-04,PMVP,"Pmv Pharmaceuticals, Inc.",Kung Winston,"COO, CFO",S - Sale+OE,33.75,-4500.0,1600.0,-73.77049180327869,-151875.0,1,1,3,>1,70.84361124814997,>10%,2.809331940007328
1428,2021-06-07,2021-06-07,ZS,"Zscaler, Inc.",Blasing Karen,Dir,S - Sale+OE,188.89,-2000.0,27387.0,-6.805730425017865,-377780.0,1,1,0,0,16.93867320225032,>10%,9.702691518074971
1429,2021-06-07,2021-06-03,AMRN,Amarin Corp Plcuk,Stack David M,Dir,P - Purchase,4.56,15000.0,40000.0,60.0,68400.0,1,1,4,>1,23.111417730251812,>10%,5.04201175583855
1430,2021-06-07,2021-06-02,PGNY,"Progyny, Inc.",Anevski Peter,"Pres, COO",S - Sale,63.9,-84000.0,499079.0,-14.40628113857642,-5367600.0,2,2,5,>1,11.215519854501364,>10%,-3.1254794067420124
1431,2021-06-07,2021-06-03,TKAT,"Takung Art Co., Ltd.",Xiao Jiangping,Dir,S - Sale,19.08,-8000.0,0.0,-100.0,-152640.0,1,1,4,>1,122.7490607591657,>10%,12.288784097029644
1432,2021-06-07,2021-06-04,GPS,Gap Inc,Syngal Sonia,"CEO Gap, Inc.",S - Sale+OE,31.76,-21000.0,62953.0,-25.013995926292093,-666960.0,1,1,3,>1,-49.9940613345369,<-10%,3.4768683635599924
1433,2021-06-07,2021-05-19,MNTR,"Mentor Capital, Inc.",Billingsley Chester,"CEO, 10%",S - Sale+OE,0.12,-208000.0,1283886.0,-13.942084046636271,-24960.0,1,1,19,>1,207.84313725490196,>10%,8.333331781129008
1434,2021-06-07,2021-06-04,HL,Hecla Mining Co/de/,Stanley Charles B,Dir,S - Sale,8.98,-46848.0,53688.0,-46.59823346860826,-420695.04000000004,1,1,3,>1,-15.726131943934835,<-10%,2.202641089709455
1435,2021-06-07,2021-06-04,TWLO,Twilio Inc,Donio Elena A.,Dir,S - Sale+OE,313.7,-500.0,11518.0,-4.1604260276252285,-156850.0,2,2,3,>1,-6.233638743455497,-10 to 0%,9.077330315341527
1436,2021-06-07,2021-06-03,RPTX,Repare Therapeutics Inc.,Segal Lloyd Mitchell,"Pres, CEO",S - Sale+OE,31.11,-41000.0,102584.0,-28.554713617116114,-1275510.0,3,>2,4,>1,-5.403556771545827,-10 to 0%,5.159924912390883
1437,2021-06-07,2021-06-03,RPTX,Repare Therapeutics Inc.,Gadicke Ansbert,10%,S - Sale,32.01,-58149.0,4144425.0,-1.3836520189769412,-1861349.49,3,>2,4,>1,-5.403556771545827,-10 to 0%,5.159924912390883
1438,2021-06-07,2021-06-03,RPTX,Repare Therapeutics Inc.,Foley Todd,Dir,S - Sale,32.01,-25622.0,2358050.0,-1.0748962105524587,-820160.22,3,>2,4,>1,-5.403556771545827,-10 to 0%,5.159924912390883
1439,2021-06-07,2021-06-04,SRLP,Sprague Resources LP,Bowman Beth A.,Dir,S - Sale,26.61,-2340.0,14954.0,-13.530704290505378,-62267.4,2,2,3,>1,50.0,>10%,1.9665001221092138
1440,2021-06-07,2021-06-04,NICK,Nicholas Financial Inc,Peterson Adam K,"Dir, 10%",P - Purchase,10.98,66896.0,2165289.0,3.187963360533513,734518.0800000001,1,1,3,>1,6.687565308254963,0 to 10%,-2.5573188531822613
1441,2021-06-07,2021-06-03,CVNA,Carvana Co.,Garcia Ernest C. II,10%,S - Sale+OE,273.07,-50000.0,74599802.0,-0.06697941409141313,-13653500.0,2,2,4,>1,48.55156431054461,>10%,-5.481506522539224
1442,2021-06-07,2021-06-07,HALO,"Halozyme Therapeutics, Inc.",Torley Helen,"Pres, CEO",S - Sale+OE,39.66,-50000.0,537160.0,-8.515566455480618,-1982999.9999999998,1,1,0,0,94.2454668065338,>10%,7.699956329010357
1443,2021-06-07,2021-06-03,ZI,Zoominfo Technologies Inc.,"Do Holdings (Wa), LLC",10%,S - Sale+OE,42.07,-105966.0,0.0,-100.0,-4457989.62,2,2,4,>1,44.501525124418045,>10%,3.730172329394547
1444,2021-06-07,2021-06-03,WDAY,"Workday, Inc.",Fernandez Gomez Luciano,Co-CEO,S - Sale,222.0,-10312.0,263059.0,-3.7721631043526926,-2289264.0,1,1,4,>1,-32.08885941644562,<-10%,2.9381808385308337
1445,2021-06-07,2021-06-03,LSXMA,Liberty Media Corp,Malone John C,"COB, 10%",S - Sale,44.13,-51500.0,193798.0,-20.994871543999544,-2272695.0,2,2,4,>1,52.014949626259344,>10%,4.159132194345022
1446,2021-06-07,2021-06-03,ZI,Zoominfo Technologies Inc.,Brown Kirk Norman,10%,S - Sale+OE,42.07,-105966.0,0.0,-100.0,-4457989.62,2,2,4,>1,44.501525124418045,>10%,3.730172329394547
1447,2021-06-07,2021-06-03,PCVX,"Vaxcyte, Inc.",Pickering Grant,CEO,S - Sale+OE,22.13,-15098.0,935914.0,-1.5875719759582423,-334118.74,1,1,4,>1,112.62886597938144,>10%,4.654196196071459
1448,2021-06-07,2021-06-04,BIIB,Biogen Inc.,Posner Brian S,Dir,S - Sale,274.17,-360.0,7400.0,-4.639175257731959,-98701.20000000001,1,1,3,>1,507.33712198092144,>10%,4.764427197363886
1449,2021-06-07,2021-06-07,SHO,"Sunstone Hotel Investors, Inc.",Klein David M,GC,S - Sale,13.29,-25000.0,128115.0,-16.327596904287628,-332250.0,1,1,0,0,23.368505054087603,>10%,-1.0518432675360174
1450,2021-06-07,2021-06-07,TTEK,Tetra Tech Inc,Volpi Kirsten M,Dir,S - Sale,119.15,-5575.0,13997.0,-28.48456979358267,-664261.25,1,1,0,0,20.83973374295955,>10%,4.0405725471191865
1451,2021-06-07,2021-06-03,ACET,"Adicet Bio, Inc.",Schor Chen,"Pres, CEO",S - Sale,12.06,-16466.0,98818.0,-14.282988098955622,-198579.96000000002,1,1,4,>1,184.6153846153846,>10%,6.68983048460077
1452,2021-06-07,2021-06-07,CARA,"Cara Therapeutics, Inc.",Ives Jeffrey L.,Dir,S - Sale+OE,13.05,-2520.0,15380.0,-14.078212290502794,-32886.0,3,>2,0,0,15.336431602343907,>10%,6.607270764700231
1453,2021-06-07,2021-04-30,DFCO,Dalrada Financial Corp,Nisar Fawad,COO,P - Purchase,0.5,10000.0,3517000.0,0.285143997718848,5000.0,1,1,38,>1,687.0206489675517,>10%,-18.421050980480732
1454,2021-06-07,2021-06-07,CARA,"Cara Therapeutics, Inc.",Posner Christopher,Dir,S - Sale+OE,13.04,-2304.0,16096.0,-12.521739130434783,-30044.159999999996,3,>2,0,0,15.336431602343907,>10%,6.607270764700231
1455,2021-06-07,2021-06-03,DXCM,Dexcom Inc,Balo Andrew K,*,S - Sale,375.0,-2391.0,32916.0,-6.772028209703458,-896625.0,2,2,4,>1,-22.610568162994866,<-10%,5.713469616998807
1456,2021-06-07,2021-06-03,DXCM,Dexcom Inc,Augustinos Nicholas,Dir,S - Sale,366.99,-806.0,11010.0,-6.821259309410968,-295793.94,2,2,4,>1,-22.610568162994866,<-10%,5.713469616998807
1457,2021-06-07,2021-06-07,CARA,"Cara Therapeutics, Inc.",Vogelbaum Martin,Dir,S - Sale+OE,13.05,-8640.0,20160.0,-30.0,-112752.0,3,>2,0,0,15.336431602343907,>10%,6.607270764700231
1458,2021-06-07,2021-06-03,ANET,"Arista Networks, Inc.",Sadana Anshul,"SVP, COO",S - Sale+OE,340.14,-4234.0,2421.0,-63.621337340345605,-1440152.76,1,1,4,>1,-29.890744176458462,<-10%,4.723268399542621
1459,2021-06-07,2021-06-03,STKS,"One Group Hospitality, Inc.",Segal Jonathan,"Dir, Business Development, 10%",S - Sale+OE,10.85,-30300.0,4263989.0,-0.7055882824840154,-328755.0,1,1,4,>1,186.29921259842519,>10%,14.682187395891978
1460,2021-06-07,2021-06-07,ALLK,Allakos Inc.,Tomasi Adam,"Pres, COO",S - Sale,91.67,-3129.0,155302.0,-1.9749922679273626,-286835.43,1,1,0,0,3.488372093023256,0 to 10%,2.847449537874752
1461,2021-06-07,2021-06-03,CRSR,"Corsair Gaming, Inc.",Paul Andrew J.,CEO,S - Sale,35.0,-63533.0,2994274.0,-2.077730870522567,-2223655.0,5,>2,4,>1,-58.990928296259476,<-10%,13.207549885864974
1462,2021-06-07,2021-06-03,BURL,"Burlington Stores, Inc.",Metheny Mike,"EVP Supply Chain, Asset Prot.",S - Sale+OE,305.3,-20137.0,2349.0,-89.55349995552788,-6147826.100000001,1,1,4,>1,-26.03629845395474,<-10%,3.1744932672298387
1463,2021-06-07,2021-06-03,CRSR,"Corsair Gaming, Inc.",La Thi L,See Remarks,S - Sale+OE,35.0,-100000.0,139816.0,-41.69863562064249,-3500000.0,5,>2,4,>1,-58.990928296259476,<-10%,13.207549885864974
1464,2021-06-07,2021-06-04,OFC,Corporate Office Properties Trust,Jacobstein David M,Dir,S - Sale,28.07,-4000.0,9567.0,-29.4833050784993,-112280.0,1,1,3,>1,64.10835214446952,>10%,4.104865620741321
1465,2021-06-07,2021-06-03,WSC,Willscot Mobile Mini Holdings Corp.,Bartlett Mark S.,Dir,P - Purchase,28.03,25000.0,134925.0,22.742779167614284,700750.0,1,1,4,>1,-19.422589903764983,<-10%,1.6195703168183584
1466,2021-06-07,2021-06-03,WMPN,William Penn Bancorporation,Turner Alan B,"EVP, CLO",P - Purchase,11.28,3500.0,15710.0,28.665028665028665,39480.0,1,1,4,>1,83.2,>10%,4.17406131261833
1467,2021-06-07,2021-06-03,CSSE,"Chicken Soup For the Soul Entertainment, Inc.",Newmark L Amy,Dir,S - Sale,32.36,-5009.0,37325.0,-11.832097132328625,-162091.24,1,1,4,>1,161.5141955835962,>10%,15.760536294675445
1468,2021-06-07,2021-06-04,SMP,"Standard Motor Products, Inc.",Tesoro Thomas,SVP HR,S - Sale,47.5,-3000.0,25253.0,-10.618341415070965,-142500.0,2,2,3,>1,15.002698327037237,>10%,-1.3088430353910017
1469,2021-06-07,2021-06-04,SMP,"Standard Motor Products, Inc.",Sills Arthur S,Director Emeritus,S - Sale,47.48,-5000.0,1054281.0,-0.4720182841002529,-237399.99999999997,2,2,3,>1,15.002698327037237,>10%,-1.3088430353910017
1470,2021-06-07,2021-06-03,CLNE,Clean Energy Fuels Corp.,Total Marketing Services S.A.S.,10%,S - Sale,9.3,-534831.0,46795005.0,-1.1300081411649092,-4973928.300000001,1,1,4,>1,-15.020605243274321,<-10%,25.67568425904336
1471,2021-06-07,2021-06-04,CAT,Caterpillar Inc,Creed Joseph E,Group Pres,S - Sale+OE,245.12,-7699.0,16023.0,-32.45510496585448,-1887178.8800000001,1,1,3,>1,26.813210729637085,>10%,-8.654488019438283
1472,2021-06-07,2021-06-04,SJI,South Jersey Industries Inc,Hartnett-Devlin Sheila,Dir,S - Sale,27.59,-5256.0,18523.0,-22.103536734093108,-145013.04,1,1,3,>1,7.35202492211838,0 to 10%,-1.450851008189769
1473,2021-06-07,2021-06-04,QMCO,Quantum Corp /de/,Dodson J Michael,"SVP, CFO",S - Sale,7.15,-19719.0,834151.0,-2.3093679365711406,-140990.85,2,2,3,>1,-43.058749738657745,<-10%,9.295779339639628
1474,2021-06-07,2021-06-04,QMCO,Quantum Corp /de/,Moorehead Lewis W.,Chief Accounting Officer,S - Sale,7.15,-8077.0,196780.0,-3.942750308751959,-57750.55,2,2,3,>1,-43.058749738657745,<-10%,9.295779339639628
1475,2021-06-07,2021-06-03,SSTK,"Shutterstock, Inc.",Oringer Jonathan,"Exec COB, 10%",S - Sale,89.66,-27306.0,13174972.0,-0.20682794287470693,-2448255.96,2,2,4,>1,45.65896314803248,>10%,-1.7942024350897405
1476,2021-06-07,2021-06-04,MLAB,Mesa Laboratories Inc /co/,Dinoia Gregory,SVP Commercial,S - Sale+OE,260.27,-540.0,840.0,-39.130434782608695,-140545.8,2,2,3,>1,46.012269938650306,>10%,1.652189207570179
1477,2021-06-07,2021-06-04,KO,Coca Cola Co,Koumettis Nikolaos,Europe OU President,S - Sale+OE,55.89,-55392.0,115011.0,-32.50646995651485,-3095858.88,1,1,3,>1,-26.006200125692498,<-10%,-0.9992886583552011
1478,2021-06-07,2021-06-03,AVB,Avalonbay Communities Inc,Shea Keri A,"SVP-Finance, Treasurer",S - Sale,212.94,-994.0,4239.0,-18.994840435696542,-211662.36,1,1,4,>1,25.341378215306445,>10%,1.1878968038612634
1479,2021-06-07,2021-06-04,PANW,Palo Alto Networks Inc,McLaughlin Mark D,Dir,S - Sale,353.13,-1500.0,113917.0,-1.2996352357105105,-529695.0,1,1,3,>1,-8.557760453579021,-10 to 0%,3.1371910790484008
1480,2021-06-07,2021-06-03,GTE,Gran Tierra Energy Inc.,Gmt Capital Corp,10%,S - Sale,0.7,-624800.0,36141812.0,-1.6993678938924262,-437360.0,1,1,4,>1,11.653445325867164,>10%,-4.225348210765053
1481,2021-06-07,2021-06-03,GATX,Gatx Corp,Lyons Robert C,"EVP, Pres Rail NA",S - Sale+OE,97.66,-32402.0,51093.0,-38.807114198455,-3164379.32,1,1,4,>1,-14.46808510638298,<-10%,1.3014054766103662
1482,2021-06-07,2021-06-03,AYRO,"Ayro, Inc.",Schiffman Gregory T,Dir,S - Sale,5.12,-23980.0,81498.0,-22.734598684085782,-122777.6,3,>2,4,>1,110.9967497291441,>10%,-6.093192782018419
1483,2021-06-07,2021-06-03,AYRO,"Ayro, Inc.",Joseph Zvi,Dir,S - Sale,5.12,-25116.0,80362.0,-23.81160052333188,-128593.92,3,>2,4,>1,110.9967497291441,>10%,-6.093192782018419
1484,2021-06-07,2021-06-03,AYRO,"Ayro, Inc.",Giordano Sebastian,Dir,S - Sale,5.12,-25115.0,86788.0,-22.443544855812622,-128588.8,3,>2,4,>1,110.9967497291441,>10%,-6.093192782018419
1485,2021-06-07,2021-06-04,SAM,Boston Beer Co Inc,Koch C James,"COB, 10%",S - Sale,1104.41,-2500.0,262907.0,-0.9419495341117604,-2761025.0,1,1,3,>1,-29.208117787504975,<-10%,-6.240080086206018
1486,2021-06-07,2021-06-03,RDFN,Redfin Corp,Tobaccowala Selina,Dir,S - Sale,60.0,-2000.0,97154.0,-2.017064364523872,-120000.0,2,2,4,>1,-26.37342908438061,<-10%,5.1458258509489205
1487,2021-06-07,2021-06-03,CRC,California Resources Corp,Ares Management LLC,10%,S - Sale,29.57,-226261.0,16459587.0,-1.3560054005046671,-6690537.7700000005,2,2,4,>1,43.67343774228563,>10%,1.8359806258204576
1488,2021-06-07,2021-06-03,RDFN,Redfin Corp,Kappus Anthony Ray,GC,S - Sale,60.0,-745.0,78.0,-90.5224787363305,-44700.0,2,2,4,>1,-26.37342908438061,<-10%,5.1458258509489205
1489,2021-06-07,2021-06-03,CRC,California Resources Corp,Ares Management LLC,10%,S - Sale,29.57,-226261.0,16459587.0,-1.3560054005046671,-6690537.7700000005,2,2,4,>1,43.67343774228563,>10%,1.8359806258204576
1490,2021-06-07,2021-06-04,CSBB,Csb Bancorp Inc /oh,Baker Robert K,Dir,P - Purchase,38.5,400.0,36081.0,1.1210448137664304,15400.0,5,>2,3,>1,-43.44827586206897,<-10%,-1.8181837998427355
1491,2021-06-07,2021-06-04,SSTK,"Shutterstock, Inc.",Bigley Deirdre Mary,Dir,S - Sale+OE,89.23,-1016.0,8250.0,-10.964817612777898,-90657.68000000001,2,2,3,>1,45.65896314803248,>10%,-1.7942024350897405
1492,2021-06-07,2021-06-03,WSBF,"Waterstone Financial, Inc.",Bruss William F,"COO , GC",S - Sale+OE,20.04,-24331.0,126580.0,-16.12274784475618,-487593.24,1,1,4,>1,-11.758474576271187,<-10%,-2.3403195362250697
1493,2021-06-07,2021-06-03,RMD,Resmed Inc,Pendarvis David,Chief Administrative Officer,S - Sale,207.0,-1487.0,126387.0,-1.1628634437023946,-307809.0,1,1,4,>1,20.589439214081047,>10%,12.09482359414839
1494,2021-06-07,2021-06-04,DCI,Donaldson Co Inc,Oberton Willard D,Dir,S - Sale+OE,64.2,-10000.0,22211.0,-31.045295085529787,-642000.0,1,1,3,>1,40.759352317141264,>10%,-1.89701679482359
1495,2021-06-07,2021-06-03,OMI,Owens & Minor Inc/va/,Zacur Mark P,"EVP, Chief Commercial Officer",S - Sale,42.33,-23138.0,71769.0,-24.379655873644726,-979431.5399999999,1,1,4,>1,273.2959961868446,>10%,-3.537246596676578
1496,2021-06-07,2021-06-02,GDRX,"Goodrx Holdings, Inc.",Nagji Bansi,"Pres, Healthcare",S - Sale+OE,40.07,-45998.0,29166.0,-61.19684955563834,-1843139.86,1,1,5,>1,6.691053193110807,0 to 10%,-7.191527156206314
1497,2021-06-07,2021-06-03,TRT,Trio-Tech International,Ting Hock Ming,"VP, CFO",S - Sale,5.92,-20749.0,107657.0,-16.15890223198293,-122834.08,1,1,4,>1,-35.566356720202876,<-10%,-13.58024863967116
1498,2021-06-07,2021-06-03,MBCN,Middlefield Banc Corp,Voinovich Michael C,Dir,P - Purchase,23.84,20.0,13684.0,0.14637002341920374,476.8,1,1,4,>1,63.1578947368421,>10%,1.228809336827014
1499,2021-06-07,2021-06-03,TROW,Price T Rowe Group Inc,Thomson Andrew Justin Mackenzie,VP,S - Sale+OE,192.16,-23421.0,133103.0,-14.963200531547878,-4500579.36,1,1,4,>1,50.09281736398686,>10%,-1.8982842138366547
1500,2021-06-07,2021-06-04,VRCA,Verrica Pharmaceuticals Inc.,Davis A Brian,CFO,P - Purchase,9.89,5000.0,12900.0,63.29113924050633,49450.0,3,>2,3,>1,65.96244131455398,>10%,8.000001040371982
1501,2021-06-07,2021-06-04,VRCA,Verrica Pharmaceuticals Inc.,Hayes Christopher G.,GC,P - Purchase,9.79,2500.0,2500.0,inf,24474.999999999996,3,>2,3,>1,65.96244131455398,>10%,8.000001040371982
1502,2021-06-07,2021-06-04,VRCA,Verrica Pharmaceuticals Inc.,White Ted,"Pres, CEO",P - Purchase,9.95,4000.0,21966.0,22.264276967605475,39800.0,3,>2,3,>1,65.96244131455398,>10%,8.000001040371982
1503,2021-06-07,2021-06-03,DGICA,Donegal Group Inc,Kraft Kevin Michael Sr,Dir,S - Sale+OE,15.45,-1859.0,11436.0,-13.982700263256863,-28721.55,1,1,4,>1,173.65269461077844,>10%,0.7936500427734288
1504,2021-06-07,2021-06-03,RPHM,"Reneo Pharmaceuticals, Inc.",Muralidhar Bali,Dir,P - Purchase,9.26,12357.0,1877632.0,0.6624760424066156,114425.81999999999,1,1,4,>1,-18.164435946462714,<-10%,22.075280703316867
1505,2021-06-07,2021-06-03,VPG,"Vishay Precision Group, Inc.",Cummins Wes,Dir,P - Purchase,34.16,10000.0,155624.0,6.866999945064,341599.99999999994,1,1,4,>1,34.7926267281106,>10%,2.230381017410615
1506,2021-06-07,2021-06-03,KELYA,Kelly Services Inc,Dutton Jane E,Dir,S - Sale+OE,25.5,-2532.0,14068.0,-15.25301204819277,-64566.0,1,1,4,>1,37.33075435203095,>10%,-1.460145370976296
1507,2021-06-07,2021-06-04,TLS,Telos Corp,Maluda John W,Dir,S - Sale,33.5,-20000.0,9142.0,-68.6294694942008,-670000.0,1,1,3,>1,22.935622317596568,>10%,5.126699319007949
1508,2021-06-07,2021-06-04,AIN,Albany International Corp /de/,Halftermeyer Daniel A,"Pres, PMC",S - Sale+OE,87.58,-6900.0,84755.0,-7.52823086574655,-604302.0,1,1,3,>1,68.10897435897436,>10%,1.1496894180686819
1509,2021-06-07,2021-06-04,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,1486.34,29.0,376664.0,0.007699762369402737,43103.86,1,1,3,>1,16.359918200409,>10%,1.7139984110608826
1510,2021-06-07,2021-05-28,BUDZ,"Weed, Inc.",Breen Nicole M,"Secretary, Treasurer, 10%",S - Sale,0.46,-56500.0,21933161.0,-0.2569389314369148,-25990.0,1,1,10,>1,-8.695652173913043,-10 to 0%,6.818182126057051
1511,2021-06-07,2021-06-04,U,Unity Software Inc.,Downie Clive,"SVP, GM, Consumer",S - Sale+OE,94.73,-33333.0,134446.0,-19.867206265384823,-3157635.0900000003,1,1,3,>1,84.23964511787868,>10%,4.281350298639082
1512,2021-06-07,2021-06-03,MGEE,Mge Energy Inc,Berbee James G,Dir,P - Purchase,75.08,20.0,4220.0,0.47619047619047616,1501.6,1,1,4,>1,18.33910034602076,>10%,1.481289164847189
1513,2021-06-07,2021-06-03,FLWS,1 800 Flowers Com Inc,McCann Christopher G,"CEO, Pres, 10%",S - Sale+OE,32.08,-35700.0,940285.0,-3.657843102096856,-1145256.0,1,1,4,>1,76.69096457026615,>10%,7.502835642060429
1514,2021-06-07,2021-06-07,CUBI,"Customers Bancorp, Inc.",Hedde Glenn,Pres Mortgage WarehouseLending,S - Sale,41.65,-2661.0,71044.0,-3.6103385116342177,-110830.65,2,2,0,0,56.04447598769813,>10%,-8.529277712856013
1515,2021-06-07,2021-02-24,LEGH,Legacy Housing Corp,Hodgson Curtis Drew,"Chairman of the Board, 10%",S - Sale,16.33,-78000.0,9101130.0,-0.8497537348310787,-1273739.9999999998,2,2,103,>1,170.8955223880597,>10%,-5.527132960349406
1516,2021-06-07,2021-03-10,LEGH,Legacy Housing Corp,Shipley Douglas M,10%,S - Sale,16.9,-40000.0,6312882.0,-0.6296354945676623,-676000.0,2,2,89,>1,170.8955223880597,>10%,-5.527132960349406
1517,2021-06-07,2021-06-07,CUBI,"Customers Bancorp, Inc.",Hedde Glenn,Pres Mortgage WarehouseLending,S - Sale,42.03,-11681.0,59363.0,-16.44192331512865,-490952.43,2,2,0,0,56.04447598769813,>10%,-8.529277712856013
1518,2021-06-07,2021-06-04,BHLB,Berkshire Hills Bancorp Inc,Mhatre Nitin J.,"Pres, CEO",P - Purchase,27.77,1080.0,46697.0,2.3675384176951577,29991.6,1,1,3,>1,83.45187292555714,>10%,-4.3432567574591365
1519,2021-06-07,2021-06-03,PFHD,Professional Holding Corp.,Garcia Carlos M.,Dir,S - Sale,18.31,-3610.0,445218.0,-0.80431702121971,-66099.09999999999,1,1,4,>1,143.79310344827587,>10%,-2.1311442945780223
1520,2021-06-07,2021-06-03,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,232.81,-8747.0,18746829.0,-0.046636797504912675,-2036389.07,1,1,4,>1,52.796725784447474,>10%,3.2077937931209415
1521,2021-06-07,2021-06-07,SCHW,Schwab Charles Corp,Schwab Charles R.,COB,S - Sale,75.43,-28000.0,117848258.0,-0.023753723162810277,-2112040.0,1,1,0,0,1.3333333333333333,0 to 10%,-3.6397713080669334
1522,2021-06-07,2021-06-04,NROM,Noble Romans Inc,Stiller Robert P,10%,S - Sale,0.45,-25466.0,2622775.0,-0.9616194296516065,-11459.7,1,1,3,>1,-32.792792792792795,<-10%,17.99999475479126
1523,2021-06-07,2021-06-03,CYCN,"Cyclerion Therapeutics, Inc.",Slate Path Capital LP,10%,P - Purchase,3.12,961538.0,7157601.0,15.518531686976068,2999998.56,3,>2,4,>1,182.08444790573256,>10%,36.19047085624359
1524,2021-06-07,2021-06-04,BAND,Bandwidth Inc.,Bottorff Rebecca,Chief People Officer,S - Sale+OE,115.02,-400.0,6717.0,-5.620345651257552,-46008.0,1,1,3,>1,29.78039635779325,>10%,9.429654564089526
1525,2021-06-07,2021-06-03,SBGI,Sinclair Broadcast Group Inc,Smith Frederick G,"VP, 10%",S - Sale,33.53,-121417.0,782583.0,-13.43108407079646,-4071112.0100000002,1,1,4,>1,-42.472306143001006,<-10%,-3.8863952388929874
1526,2021-06-07,2021-06-03,BSX,Boston Scientific Corp,Pierce David A,EVP Pres MedSurg,S - Sale,41.36,-1654.0,2057.0,-44.570196712476424,-68409.44,1,1,4,>1,36.6329387224855,>10%,1.8272436376750878
