X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,Qty2,Value2
D,2021-06-09 16:53:58,2021-06-07,PCVX,"Vaxcyte, Inc.",Fairman Jeff,"VP, Research",S - Sale+OE,$22.50,"-9,500","396,371",-2%,"-$213,750",#N/A,#N/A
,2021-06-09 16:53:34,2021-06-07,IDCC,"Interdigital, Inc.",Kritzmacher John A,Dir,S - Sale,$83.24,"-1,086","18,434",-6%,"-$90,399",#N/A,#N/A
,2021-06-09 16:52:53,2021-06-07,IDCC,"Interdigital, Inc.",Hutcheson Stewart D,Dir,S - Sale,$83.24,"-1,086","20,461",-5%,"-$90,399",#N/A,#N/A
D,2021-06-09 16:52:35,2021-06-09,PEGA,Pegasystems Inc,Akgonul Rifat Kerim,Chief Product Officer,S - Sale+OE,$127.72,"-2,470","45,409",-5%,"-$315,468",#N/A,#N/A
,2021-06-09 16:51:49,2021-06-07,IDCC,"Interdigital, Inc.",Gillman Joan H,Dir,S - Sale,$83.24,"-1,086","13,358",-8%,"-$90,399",#N/A,#N/A
M,2021-06-09 16:51:44,2021-06-07,SSTK,"Shutterstock, Inc.",Oringer Jonathan,"Exec COB, 10%",S - Sale,$92.35,"-30,979","13,143,993",0%,"-$2,860,856",#N/A,#N/A
D,2021-06-09 16:51:42,2021-06-07,SJM,J M Smucker Co,Held Amy C,"Chief Strategy, Int'l Officer",S - Sale+OE,$139.04,-844,"11,787",-7%,"-$117,350",#N/A,#N/A
,2021-06-09 16:51:01,2021-06-07,CMBM,Cambium Networks Corp,"Vector Capital, L.L.C.","Dir, 10%",S - Sale,$46.08,"-2,000,000","14,509,754",-12%,"-$92,160,000",#N/A,#N/A
M,2021-06-09 16:50:36,2021-06-07,CLNE,Clean Energy Fuels Corp.,Total Marketing Services S.A.S.,10%,S - Sale,$10.11,"-1,249,813","45,545,192",-3%,"-$12,640,486",#N/A,#N/A
,2021-06-09 16:49:51,2021-06-07,BGNE,"Beigene, Ltd.",Wu Xiaobin,"Pres, COO, GM China",S - Sale,$352.54,"-3,398","1,167,122",0%,"-$1,197,917",#N/A,#N/A
D,2021-06-09 16:48:55,2021-06-07,VITL,"Vital Farms, Inc.",Diez-Canseco Russell,"Pres, CEO",S - Sale+OE,$22.08,"-30,550","48,073",-39%,"-$674,544",#N/A,#N/A
D,2021-06-09 16:48:41,2021-06-07,TECH,Bio-Techne Corp,Hippel James,CFO,S - Sale+OE,$421.93,"-9,942","9,137",-52%,"-$4,194,831",#N/A,#N/A
,2021-06-09 16:48:21,2021-06-07,BGNE,"Beigene, Ltd.",Liang Howard,"CFO, Chief Strategy Officer",S - Sale,$354.16,-650,"1,565,265",0%,"-$230,203",#N/A,#N/A
D,2021-06-09 16:47:26,2021-06-07,SJM,J M Smucker Co,Tanner Geoff E,"Chief Commercial, Marketing",S - Sale+OE,$139.83,"-15,000","12,432",-55%,"-$2,097,450",#N/A,#N/A
,2021-06-09 16:46:48,2021-06-07,BGNE,"Beigene, Ltd.",Wang Lai,"Global Head of R, D",S - Sale,$354.26,-656,"195,455",0%,"-$232,392",#N/A,#N/A
D,2021-06-09 16:45:23,2021-06-07,COF,Capital One Financial Corp,Berson Jory A,CHRO,S - Sale+OE,$164.41,"-24,435","58,206",-30%,"-$4,017,463",#N/A,#N/A
,2021-06-09 16:45:19,2021-06-07,BGNE,"Beigene, Ltd.",Huang Jane,"CMO, Hematology",S - Sale,$351.55,-603,"284,933",0%,"-$211,986",#N/A,#N/A
,2021-06-09 16:45:16,2021-06-08,ANSS,Ansys Inc,Scherer Barbara Vaughn,Dir,S - Sale,$330.00,-250,"11,344",-2%,"-$82,500",#N/A,#N/A
D,2021-06-09 16:45:12,2021-06-08,VRSK,"Verisk Analytics, Inc.",Daffan Nicholas,CIO,S - Sale+OE,$167.87,"-6,371","32,194",-17%,"-$1,069,500",#N/A,#N/A
D,2021-06-09 16:45:03,2021-06-07,AME,Ametek Inc/,Burke William Joseph,EVP - CFO,S - Sale+OE,$138.04,"-2,700","92,324",-3%,"-$372,696",#N/A,#N/A
,2021-06-09 16:45:02,2021-06-07,HGEN,"Humanigen, Inc",Chappell Dale,"Chief Scientific Officer, 10%",S - Sale,$19.08,"-80,636","13,451,291",-1%,"-$1,538,793",#N/A,#N/A
,2021-06-09 16:43:45,2021-06-08,WWW,Wolverine World Wide Inc /de/,Hanson Kyle,"SVP, Gen'l Counsel, Sec'y",S - Sale,$36.25,"-2,544","10,020",-20%,"-$92,220",#N/A,#N/A
,2021-06-09 16:43:10,2021-06-09,ISNS,Image Sensing Systems Inc,Vanderbosch Brian,Dir,P - Purchase,$7.20,#ERROR!,"1,000",New,#ERROR!,1000,7200
A,2021-06-09 16:42:16,2021-06-04,TER,"Teradyne, Inc",Jagiela Mark E,"Pres, CEO",S - Sale,$127.57,"-27,518","193,881",-12%,"-$3,510,471",#N/A,#N/A
,2021-06-09 16:41:02,2021-06-08,REG,Regency Centers Corp,Thompson James D.,"EVP, COO",S - Sale,$67.86,"-15,000","24,577",-38%,"-$1,017,900",#N/A,#N/A
D,2021-06-09 16:40:15,2021-06-07,DASH,"Doordash, Inc.",Tang Stanley,Dir,S - Sale+OE,$143.78,"-40,000","49,059",-45%,"-$5,751,231",#N/A,#N/A
D,2021-06-09 16:38:20,2021-06-07,DASH,"Doordash, Inc.",Yandell Keith,"Chief Business, Legal Officer",S - Sale+OE,$140.28,"-57,572","351,190",-14%,"-$8,075,972",#N/A,#N/A
D,2021-06-09 16:37:34,2021-06-07,DASH,"Doordash, Inc.",Tang Stanley,Dir,S - Sale+OE,$140.63,"-22,509","49,059",-31%,"-$3,165,407",#N/A,#N/A
,2021-06-09 16:36:56,2021-06-07,DASH,"Doordash, Inc.",Payne Christopher D,COO,S - Sale,$138.37,"-58,367","356,090",-14%,"-$8,076,062",#N/A,#N/A
,2021-06-09 16:35:48,2021-06-07,DASH,"Doordash, Inc.",Lee Gordon S,Chief Accounting Officer,S - Sale,$139.57,"-25,991","121,612",-18%,"-$3,627,520",#N/A,#N/A
D,2021-06-09 16:35:26,2021-06-07,EAT,"Brinker International, Inc",Provost Steve,"EVP, Pres Maggiano's",S - Sale+OE,$58.16,"-18,405","40,650",-31%,"-$1,070,435",#N/A,#N/A
M,2021-06-09 16:35:22,2021-06-07,PRO,"Pros Holdings, Inc.",Cook Scott William,"Sr.VP,Chief Accounting Officer",S - Sale,$48.50,"-3,000","33,429",-8%,"-$145,500",#N/A,#N/A
D,2021-06-09 16:35:18,2021-06-07,ARQT,"Arcutis Biotherapeutics, Inc.",Watanabe Todd Franklin,"Pres, CEO",S - Sale+OE,$26.35,"-1,750","805,416",0%,"-$46,113",#N/A,#N/A
D,2021-06-09 16:35:14,2021-06-07,DASH,"Doordash, Inc.",Fang Andy,Dir,S - Sale+OE,$140.67,"-44,667","96,475",-32%,"-$6,283,216",#N/A,#N/A
,2021-06-09 16:35:03,2021-06-07,HAE,Haemonetics Corp,Goldstein Dan,"VP, Corporate Controller",S - Sale,$55.09,-81,"4,093",-2%,"-$4,462",#N/A,#N/A
M,2021-06-09 16:34:54,2021-06-08,SWCH,"Switch, Inc.",Borden Teresa A.,Chief Construction Officer,S - Sale,$20.89,"-200,000","7,148,855",-3%,"-$4,177,305",#N/A,#N/A
D,2021-06-09 16:34:41,2021-06-07,LHX,"L3Harris Technologies, Inc. /de/",Mehnert Dana A,"Pres, Communication Systems",S - Sale+OE,$219.14,"-64,643","70,046",-48%,"-$14,166,030",#N/A,#N/A
,2021-06-09 16:34:32,2021-06-07,DASH,"Doordash, Inc.",Adarkar Prabir,CFO,S - Sale,$142.39,"-488,689","1,266,595",-28%,"-$69,583,204",#N/A,#N/A
A,2021-06-09 16:34:15,2021-06-08,SCCO,Southern Copper Corp/,Palomino Bonilla Luis Miguel,Dir,S - Sale,$68.73,"-3,000","4,414",-40%,"-$206,176",#N/A,#N/A
,2021-06-09 16:33:12,2021-06-07,HAE,Haemonetics Corp,Scanlan Jacqueline,"SVP, Global HR",S - Sale,$55.09,-195,"4,216",-4%,"-$10,743",#N/A,#N/A
DM,2021-06-09 16:32:54,2021-06-07,ANNX,"Annexon, Inc.",Love Douglas,"Pres, CEO",S - Sale+OE,$22.43,"-7,500",0,-100%,"-$168,230",#N/A,#N/A
,2021-06-09 16:32:29,2021-06-08,SPT,"Sprout Social, Inc.",Del Preto Joseph,"CFO, Treasurer",S - Sale,$75.73,"-4,000","129,925",-3%,"-$302,900",#N/A,#N/A
,2021-06-09 16:31:12,2021-06-07,TYL,Tyler Technologies Inc,Marr John S Jr,Exec COB,S - Sale,$408.30,"-10,000","134,603",-7%,"-$4,082,956",#N/A,#N/A
,2021-06-09 16:31:00,2021-06-07,HAE,Haemonetics Corp,Basil Michelle L,"EVP, GC",S - Sale,$55.09,-442,"38,605",-1%,"-$24,350",#N/A,#N/A
,2021-06-09 16:30:47,2021-06-07,JBLU,Jetblue Airways Corp,Hayes Robin,CEO,S - Sale,$19.10,"-1,000","566,836",0%,"-$19,100",#N/A,#N/A
,2021-06-09 16:30:45,2021-06-07,SQSP,"Squarespace, Inc.",O'Connor Courtenay,"GC, Secretary",S - Sale,$52.42,"-15,034","25,399",-37%,"-$788,082",#N/A,#N/A
M,2021-06-09 16:30:29,2021-06-07,ABML,American Battery Metals Corp,Maclellan Douglas Charles,Dir,S - Sale,$2.08,"-400,000","9,614,717",-4%,"-$831,220",#N/A,#N/A
,2021-06-09 16:30:26,2021-06-08,MDRX,"Allscripts Healthcare Solutions, Inc.",Klayko Michael,Dir,S - Sale,$18.03,"-28,000","43,581",-39%,"-$504,952",#N/A,#N/A
D,2021-06-09 16:30:24,2021-06-07,LHX,"L3Harris Technologies, Inc. /de/",Brown William M,"Chair, CEO",S - Sale+OE,$219.33,"-119,303","337,162",-26%,"-$26,166,163",#N/A,#N/A
,2021-06-09 16:30:09,2021-06-08,KBLB,"Kraig Biocraft Laboratories, Inc",Thompson Kimberly Kraig,"CEO, CFO, 10%",S - Sale,$0.00,"-50,000","204,177,299",0%,$0,#N/A,#N/A
DM,2021-06-09 16:30:02,2021-06-07,KVHI,Kvh Industries Inc de,Woodhead Mark,EVP Mobile Connectivity,S - Sale+OE,$14.08,"-21,142","96,218",-18%,"-$297,661",#N/A,#N/A
,2021-06-09 16:29:22,2021-06-07,HAE,Haemonetics Corp,Burke William P. Mr.,"EVP, CFO",S - Sale,$55.09,-411,"34,774",-1%,"-$22,642",#N/A,#N/A
D,2021-06-09 16:29:21,2021-06-07,SUMO,"Sumo Logic, Inc.",Beedgen Christian,Dir,S - Sale+OE,$20.55,"-23,500","1,938,094",-1%,"-$482,878",#N/A,#N/A
DM,2021-06-09 16:28:27,2021-06-07,RETA,Reata Pharmaceuticals Inc,Castellanos Elaine,"VP, Chief Accounting Officer",S - Sale+OE,$142.65,"-10,000","14,546",-41%,"-$1,426,513",#N/A,#N/A
,2021-06-09 16:27:39,2021-06-07,HAE,Haemonetics Corp,"Simon, Christopher","Pres, CEO",S - Sale,$55.09,"-2,715","193,006",-1%,"-$149,569",#N/A,#N/A
D,2021-06-09 16:27:29,2021-06-07,SFIX,"Stitch Fix, Inc.",Hansen Marka,Dir,S - Sale+OE,$55.83,"-10,000",0,-100%,"-$558,305",#N/A,#N/A
,2021-06-09 16:26:35,2021-06-08,IRBT,Irobot Corp,Kao Ruey Bin,Dir,S - Sale,$100.07,-534,"5,412",-9%,"-$53,437",#N/A,#N/A
,2021-06-09 16:26:29,2021-06-07,AKBA,"Akebia Therapeutics, Inc.",Gilman Steven C,Dir,S - Sale,$3.32,"-4,567","47,997",-9%,"-$15,163",#N/A,#N/A
D,2021-06-09 16:26:25,2021-06-07,HPE,Hewlett Packard Enterprise Co,Hotard Justin,"SVP, GM, HPC, MCS",S - Sale+OE,$16.26,"-44,476",0,-100%,"-$723,384",#N/A,#N/A
D,2021-06-09 16:26:22,2021-06-07,HPE,Hewlett Packard Enterprise Co,May Alan Richard,"EVP, Chief People Officer",S - Sale+OE,$16.30,"-15,000","196,317",-7%,"-$244,500",#N/A,#N/A
,2021-06-09 16:25:29,2021-06-07,ACIW,"Aci Worldwide, Inc.",Estep Janet O,Dir,S - Sale,$38.84,"-12,800","48,933",-21%,"-$497,120",#N/A,#N/A
M,2021-06-09 16:24:59,2021-06-07,AGM,Federal Agricultural Mortgage Corp,Engebretsen James R,Dir,P - Purchase,$101.42,#ERROR!,"11,912",72%,#ERROR!,5000,507097
M,2021-06-09 16:24:48,2021-06-07,CARG,"Cargurus, Inc.",Parafestas Anastasios,Dir,S - Sale,$25.76,"-20,000","4,329,177",0%,"-$515,196",#N/A,#N/A
M,2021-06-09 16:23:53,2021-06-07,CARG,"Cargurus, Inc.",Steinert Langley,"Exec COB, 10%",S - Sale,$25.75,"-31,098","1,047,794",-3%,"-$800,867",#N/A,#N/A
D,2021-06-09 16:23:26,2021-06-07,TRIL,Trillium Therapeutics Inc.,Uger Robert,Chief Scientific Officer,S - Sale+OE,$8.27,"-3,646",0,-100%,"-$30,152",#N/A,#N/A
D,2021-06-09 16:20:42,2021-06-09,ENRT,Enertopia Corp.,McAllister Robert,"Dir, 10%",P - Purchase,$0.05,#ERROR!,"13,410,000",3%,#ERROR!,400000,20000
D,2021-06-09 16:18:56,2021-06-08,EQR,Equity Residential,Bynoe Linda,Dir,S - Sale+OE,$79.96,"-6,665","32,381",-17%,"-$532,933",#N/A,#N/A
,2021-06-09 16:17:57,2021-06-08,QURT,"Quarta-Rad, Inc.",Shvetsky Victor,"Chief Ex. Officer, 10%",S - Sale,$1.00,"-2,600","12,317,083",0%,"-$2,600",#N/A,#N/A
D,2021-06-09 16:17:45,2021-06-08,DPZ,Dominos Pizza Inc,Weiner Russell J,"COO, Pres, Domino's U.S.",S - Sale+OE,$450.00,"-3,230","28,553",-10%,"-$1,453,500",#N/A,#N/A
,2021-06-09 16:17:36,2021-06-08,ALB,Albemarle Corp,Narwold Karen G,"EVP, Chief Admin Officer",S - Sale,$171.30,"-1,338","42,909",-3%,"-$229,199",#N/A,#N/A
D,2021-06-09 16:16:42,2021-06-07,NVST,Envista Holdings Corp,Bludworth Curt W,CHRO,S - Sale+OE,$42.36,"-9,207","63,558",-13%,"-$390,009",#N/A,#N/A
,2021-06-09 16:16:26,2021-06-07,DPZ,Dominos Pizza Inc,Cantor Diana F,Dir,S - Sale,$435.92,"-6,000","7,929",-43%,"-$2,615,508",#N/A,#N/A
,2021-06-09 16:15:15,2021-06-08,GHMP,"Good Hemp, Inc.",Alessi William Rosario Jr,"CEO, 10%",S - Sale,$0.75,"-64,000","6,617,547",-1%,"-$48,000",#N/A,#N/A
D,2021-06-09 16:15:08,2021-06-08,EQR,Equity Residential,Neithercut David J,Dir,S - Sale+OE,$80.05,"-4,529","62,730",-7%,"-$362,546",#N/A,#N/A
A,2021-06-09 16:14:59,2021-05-13,APTS,Preferred Apartment Communities Inc,Cannon John M,Dir,P - Purchase,$9.28,#ERROR!,"20,248",15%,#ERROR!,2675,24823
D,2021-06-09 16:14:44,2021-06-07,MRNA,"Moderna, Inc.",Andres Juan,See remarks,S - Sale+OE,$207.04,"-5,000",0,-100%,"-$1,035,200",#N/A,#N/A
A,2021-06-09 16:14:28,2020-11-24,APTS,Preferred Apartment Communities Inc,Cannon John M,Dir,P - Purchase,$8.63,#ERROR!,"17,573",20%,#ERROR!,2934,25312
,2021-06-09 16:12:47,2021-06-08,AKAM,Akamai Technologies Inc,Ford Monte E,Dir,S - Sale,$117.29,"-9,550","12,637",-43%,"-$1,120,120",#N/A,#N/A
D,2021-06-09 16:11:32,2021-06-07,EQR,Equity Residential,Shapiro Mark S,Dir,S - Sale+OE,$79.72,"-5,815","14,434",-29%,"-$463,572",#N/A,#N/A
D,2021-06-09 16:10:42,2021-06-07,GATO,"Gatos Silver, Inc.",Huerta Luis Felipe,"VP, Mexico",S - Sale+OE,$18.61,"-33,368",0,-100%,"-$620,978",#N/A,#N/A
,2021-06-09 16:10:38,2021-06-08,BL,"Blackline, Inc.",Tucker Therese,Exec Chair,S - Sale,$103.37,"-10,000","4,653,183",0%,"-$1,033,744",#N/A,#N/A
,2021-06-09 16:09:52,2021-06-09,BUDZ,"Weed, Inc.",Breen Nicole M,"Secretary, Treasurer, 10%",S - Sale,$0.44,"-10,000","21,923,161",0%,"-$4,446",#N/A,#N/A
M,2021-06-09 16:09:45,2021-06-07,LMND,"Lemonade, Inc.",Eisenberg Michael A,Dir,S - Sale,$100.09,"-20,000","2,838,270",-1%,"-$2,001,759",#N/A,#N/A
,2021-06-09 16:09:34,2021-06-08,MDXG,"Mimedx Group, Inc.",Wright Timothy R,CEO,S - Sale,$0.00,"-101,957","1,327,256",-7%,$0,#N/A,#N/A
A,2021-06-09 16:07:19,2021-06-04,RHE,"Regional Health Properties, Inc",Tenwick David A,Dir,S - Sale,$15.00,"-10,000","41,985",-19%,"-$150,000",#N/A,#N/A
M,2021-06-09 16:06:53,2021-06-07,AUGX,"Augmedix, Inc.",Ginocchio Paul,CFO,P - Purchase,$5.08,#ERROR!,"34,000",55%,#ERROR!,12044,61242
,2021-06-09 16:06:44,2021-06-08,ATRA,"Atara Biotherapeutics, Inc.",Koppikar Utpal,CFO,S - Sale,$14.06,"-5,820","164,948",-3%,"-$81,829",#N/A,#N/A
DM,2021-06-09 16:06:25,2021-06-07,AGIO,"Agios Pharmaceuticals, Inc.",Bowden Christopher,Chief Medical Officer,S - Sale+OE,$60.05,"-10,943","15,487",-41%,"-$657,171",#N/A,#N/A
D,2021-06-09 16:03:25,2021-06-07,HRC,"Hill-Rom Holdings, Inc.",Rasin Deborah,"SVP, GC",S - Sale+OE,$110.67,"-10,223","24,944",-29%,"-$1,131,408",#N/A,#N/A
D,2021-06-09 16:03:07,2021-06-07,QTRX,Quanterix Corp,Mattoon Dawn,"SVP, Diagnostics",S - Sale+OE,$59.46,"-13,549","37,580",-26%,"-$805,623",#N/A,#N/A
M,2021-06-09 16:02:45,2021-06-07,IBKR,"Interactive Brokers Group, Inc.",Peterffy Thomas,COB,S - Sale,$67.10,"-40,000","7,347,511",-1%,"-$2,683,824",#N/A,#N/A
,2021-06-09 16:02:30,2021-06-08,MDU,Mdu Resources Group Inc,Kivisto Nicole A,"Pres, CEO-Montana-Dakota",S - Sale,$33.51,"-7,410","76,672",-9%,"-$248,322",#N/A,#N/A
D,2021-06-09 16:01:44,2021-06-08,TOL,"Toll Brothers, Inc.",Marbach Carl B,Dir,S - Sale+OE,$62.84,"-17,000","86,830",-16%,"-$1,068,358",#N/A,#N/A
,2021-06-09 16:01:01,2021-06-08,SAM,Boston Beer Co Inc,Koch C James,"COB, 10%",S - Sale,"$1,093.13","-2,500","257,907",-1%,"-$2,732,820",#N/A,#N/A
M,2021-06-09 15:58:39,2021-06-07,SMP,"Standard Motor Products, Inc.",Sills Peter J,Director Emeritus,S - Sale,$47.25,"-30,000","1,044,319",-3%,"-$1,417,500",#N/A,#N/A
,2021-06-09 15:55:15,2021-03-29,HOFT,Hooker Furniture Corp,Beeler W Christopher Jr,Dir,P - Purchase,$0.00,18,"43,720",0%,#ERROR!,18,0
M,2021-06-09 15:53:21,2021-06-07,GRWG,Growgeneration Corp.,Lampert Darren,CEO,S - Sale,$44.02,"-186,245","1,090,425",-15%,"-$8,198,894",#N/A,#N/A
M,2021-06-09 15:52:24,2021-06-07,GRWG,Growgeneration Corp.,Salaman Michael,Pres,S - Sale,$44.02,"-186,244","1,141,511",-14%,"-$8,198,850",#N/A,#N/A
,2021-06-09 15:50:00,2021-05-26,FGBI,"First Guaranty Bancshares, Inc.",Smith Edgar R. III,Dir,P - Purchase,$19.35,#ERROR!,"2,013,212",0%,#ERROR!,3659,70802
D,2021-06-09 15:44:09,2021-06-08,MDU,Mdu Resources Group Inc,Everist Thomas S,Dir,S - Sale+OE,$33.51,"-50,000","675,221",-7%,"-$1,675,700",#N/A,#N/A
,2021-06-09 15:42:26,2021-06-08,UIS,Unisys Corp,Madion Lisa,SVP,S - Sale,$28.36,"-7,100","6,226",-53%,"-$201,384",#N/A,#N/A
,2021-06-09 15:16:37,2021-06-07,AEO,American Eagle Outfitters Inc,McLean Andrew J.,"EVP, Chief Commercial Officer",S - Sale,$33.49,"-2,268","28,610",-7%,"-$75,955",#N/A,#N/A
,2021-06-09 15:16:29,2021-06-07,AEO,American Eagle Outfitters Inc,Foyle Jennifer M.,Global Brand Pres-aerie,S - Sale,$33.74,"-11,305","89,069",-11%,"-$381,431",#N/A,#N/A
,2021-06-09 15:07:36,2021-06-07,PSB,Ps Business Parks Inc/Ca,Groves Trenton,"SVP, CAO, Asst. Sec.",S - Sale,$159.56,"-3,003","8,221",-27%,"-$479,159",#N/A,#N/A
DM,2021-06-09 14:38:19,2021-06-08,HVBC,"Hv Bancorp, Inc.",Marino Robert Joseph,Dir,P - Purchase,$20.78,569,"75,878",1%,#ERROR!,569,11826
M,2021-06-09 14:26:07,2021-06-01,SGRP,"Spar Group, Inc.",Brown Robert G/,"Dir, 10%",S - Sale,$1.52,"-65,000","6,091,618",-1%,"-$98,755",#N/A,#N/A
D,2021-06-09 14:03:55,2021-06-07,LH,Laboratory Corp of America Holdings,Van Der Vaart Sandra D,"EVP, GC",S - Sale+OE,$266.56,"-4,500","5,237",-46%,"-$1,199,520",#N/A,#N/A
,2021-06-09 14:02:19,2021-06-08,FLWS,1 800 Flowers Com Inc,Elmore Leonard J,Dir,S - Sale,$37.68,"-2,000","45,171",-4%,"-$75,360",#N/A,#N/A
,2021-06-09 13:55:13,2021-06-07,CFB,"Crossfirst Bankshares, Inc.",Robinson Michael Kent,Dir,S - Sale,$14.94,"-1,000","123,469",-1%,"-$14,940",#N/A,#N/A
M,2021-06-09 13:43:35,2021-06-07,UWMC,Uwm Holdings Corp,Verdun Robert,Dir,P - Purchase,$9.13,#ERROR!,"161,000",45%,#ERROR!,50000,456250
,2021-06-09 13:32:32,2021-06-09,OFC,Corporate Office Properties Trust,Kesler Steven D,Dir,S - Sale,$30.07,"-3,000","34,568",-8%,"-$90,210",#N/A,#N/A
,2021-06-09 13:28:20,2021-06-09,NRIM,Northrim Bancorp Inc,Karp David W,Dir,P - Purchase,$44.68,550,"5,186",12%,#ERROR!,550,24574
,2021-06-09 13:27:30,2021-06-09,TCX,Tucows Inc /pa/,Woroch David John,EVP Domains,S - Sale,$78.84,"-4,000","119,106",-3%,"-$315,362",#N/A,#N/A
,2021-06-09 13:24:36,2021-06-08,PLAY,"Dave & Buster'S Entertainment, Inc.",Metzinger Michael Joseph,"VP of Accounting, Controller",S - Sale,$45.00,"-4,431","17,235",-20%,"-$199,399",#N/A,#N/A
,2021-06-09 13:24:14,2021-06-08,GNTX,Gentex Corp,Zang Ling,Dir,S - Sale,$34.34,"-10,000","11,138",-47%,"-$343,400",#N/A,#N/A
,2021-06-09 13:22:01,2021-06-08,PLAY,"Dave & Buster'S Entertainment, Inc.",Hurtado John Paul,"SVP, CIO",S - Sale,$45.00,"-12,000","53,445",-18%,"-$540,010",#N/A,#N/A
D,2021-06-09 13:17:52,2021-06-08,CFFN,"Capitol Federal Financial, Inc.",Dicus John B,"COB, Pres, CEO",S - Sale+OE,$13.01,"-14,595","1,406,845",-1%,"-$189,886",#N/A,#N/A
,2021-06-09 13:14:52,2021-06-08,PLAY,"Dave & Buster'S Entertainment, Inc.",Bowman Scott Justin,"SVP, CFO",S - Sale,$45.00,"-1,000","70,132",-1%,"-$45,001",#N/A,#N/A
D,2021-06-09 13:14:11,2021-06-07,HURN,Huron Consulting Group Inc.,Roth James H,CEO,S - Sale+OE,$52.91,"-17,000","135,577",-11%,"-$899,470",#N/A,#N/A
,2021-06-09 13:08:28,2021-06-08,TROW,Price T Rowe Group Inc,Stromberg William J,CEO,S - Sale,$195.74,"-7,000","1,005,611",-1%,"-$1,370,145",#N/A,#N/A
D,2021-06-09 13:05:18,2021-06-08,NTGR,"Netgear, Inc.",Kim Andrew Wonki,"SVP, Legal, Corp Dev",S - Sale+OE,$40.00,-518,"64,189",-1%,"-$20,720",#N/A,#N/A
,2021-06-09 12:59:33,2021-06-08,NTGR,"Netgear, Inc.",Waechter Thomas H,Dir,S - Sale,$40.00,"-2,394","28,952",-8%,"-$95,760",#N/A,#N/A
M,2021-06-09 12:58:20,2021-06-07,MORN,"Morningstar, Inc.",Mansueto Joseph D,"Exec COB, 10%",S - Sale,$231.78,"-13,438","18,733,391",0%,"-$3,114,665",#N/A,#N/A
,2021-06-09 12:53:58,2021-06-07,REPX,"Riley Exploration Permian, Inc.",Riley Kevin,Pres,S - Sale,$41.24,"-7,500","159,664",-4%,"-$309,269",#N/A,#N/A
D,2021-06-09 12:20:04,2021-05-28,QNBC,Qnb Corp,Freeman David W.,"Pres , CEO",P - Purchase,$27.36,478,"20,150",2%,#ERROR!,478,13078
,2021-06-09 11:55:05,2021-06-08,WSFS,Wsfs Financial Corp,Turner Mark A,Dir,S - Sale,$54.64,"-13,340","10,000",-57%,"-$728,918",#N/A,#N/A
D,2021-06-09 11:54:33,2021-06-08,MLAB,Mesa Laboratories Inc /co/,Sullivan John James,Dir,S - Sale+OE,$258.19,"-5,192","54,208",-9%,"-$1,340,522",#N/A,#N/A
M,2021-06-09 11:54:08,2021-06-07,CSSE,"Chicken Soup For the Soul Entertainment, Inc.",Newmark L Amy,Dir,S - Sale,$30.45,"-6,545","30,780",-18%,"-$199,294",#N/A,#N/A
,2021-06-09 11:54:07,2021-06-07,SKY,Skyline Champion Corp,Hough Laurie M.,"EVP, CFO, Treasurer",S - Sale,$53.89,"-6,691","82,854",-7%,"-$360,578",#N/A,#N/A
M,2021-06-09 11:31:24,2021-06-07,SBGI,Sinclair Broadcast Group Inc,Smith Frederick G,"VP, 10%",S - Sale,$33.46,"-66,095","716,488",-8%,"-$2,211,504",#N/A,#N/A
DM,2021-06-09 11:30:42,2021-06-07,SIVB,Svb Financial Group,Beck Daniel J,CFO,S - Sale+OE,$597.61,"-5,221","4,394",-54%,"-$3,120,097",#N/A,#N/A
,2021-06-09 11:02:15,2021-06-08,AVO,"Mission Produce, Inc.",Gonzalez Luis A,"Dir, 10%",S - Sale,$22.07,"-24,947","10,997,170",0%,"-$550,630",#N/A,#N/A
,2021-06-09 10:50:08,2021-06-08,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,532.83",29,"376,722",0%,#ERROR!,29,44452
D,2021-06-09 10:43:02,2021-06-08,WINA,Winmark Corp,Goff Leah A,VP of HR,S - Sale+OE,$200.00,"-2,624","10,280",-20%,"-$524,793",#N/A,#N/A
D,2021-06-09 10:39:23,2021-06-07,VICR,Vicor Corp,D'Amico Andrew,Dir,S - Sale+OE,$93.01,"-1,000",0,-100%,"-$93,010",#N/A,#N/A
,2021-06-09 10:34:00,2021-06-08,SCCO,Southern Copper Corp/,Palomino Bonilla Luis Miguel,Dir,S - Sale,$68.72,"-3,000","4,414",-40%,"-$206,159",#N/A,#N/A
D,2021-06-09 10:28:53,2021-06-07,TDG,Transdigm Group Inc,Henderson Robert S,Exec.VP,S - Sale+OE,$664.65,"-10,000",0,-100%,"-$6,646,514",#N/A,#N/A
,2021-06-09 10:25:16,2021-06-07,UONE.,"Urban One, Inc.",Kantor David M,"CEO, Radio Division",S - Sale,$6.10,"-20,000","136,270",-13%,"-$122,000",#N/A,#N/A
,2021-06-09 10:23:12,2021-06-08,GTXMQ,Garrett Motion Inc.,"Attestor Value Master Fund, LP",10%,S - Sale,$8.37,"-64,902","7,313,376",-1%,"-$543,089",#N/A,#N/A
