X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
D,10/25/21 19:55,10/25/21,SCHW,Schwab Charles Corp,Clark Bernard J.,EVP - Advisor Services,S - Sale+OE,$84.00 ,-300,"76,514",0%,"($25,200)",,,,
D,10/25/21 20:15,10/25/21,SCHW,Schwab Charles Corp,Martinetto Joseph R,"Senior EVP, COO",S - Sale+OE,$83.99 ,-230,"197,265",0%,"($19,319)",,,,
D,10/25/21 21:55,10/25/21,CRM,"Salesforce.Com, Inc.",Weaver Amy E,"Pres, CFO",S - Sale+OE,$293.19 ,-510,"23,232",-2%,"($149,527)",,,,
,10/25/21 21:56,10/25/21,JBL,Jabil Inc,Wilson Kenneth S,"EVP, CEO, Green Point",S - Sale,$62.44 ,"-10,000","246,539",-4%,"($624,362)",,,,
D,10/25/21 21:56,10/25/21,CRM,"Salesforce.Com, Inc.",Taylor Bret Steven,"Pres, COO",S - Sale+OE,$293.19 ,-612,"1,157,840",0%,"($179,433)",,,,
D,10/25/21 21:57,10/25/21,CRM,"Salesforce.Com, Inc.",Harris Parker,"Co-Founder, CTO",S - Sale+OE,$293.19 ,-560,"1,965,153",0%,"($164,187)",,,,
D,10/25/21 21:59,10/25/21,CRM,"Salesforce.Com, Inc.",Patterson Gavin,"Pres, Chief Revenue Officer",S - Sale+OE,$293.19 ,-517,"10,544",-5%,"($151,580)",,,,
,10/26/21 7:00,10/25/21,ADMA,"Adma Biologics, Inc.",Kwon Young,Dir,P - Purchase,$1.00 ,"100,000","200,000",100%,"$100,000 ",,,,
,10/26/21 7:00,10/25/21,ADMA,"Adma Biologics, Inc.",Grossman Jerrold B,Dir,P - Purchase,$1.00 ,"100,000","353,571",39%,"$100,000 ",,,,
,10/26/21 7:00,10/25/21,ADMA,"Adma Biologics, Inc.",Lenz Brian,"EVP, CFO",P - Purchase,$1.00 ,"30,000","1,065,501",3%,"$30,000 ",,,,
,10/26/21 7:00,10/25/21,ADMA,"Adma Biologics, Inc.",Grossman Adam S,"Pres, CEO",P - Purchase,$1.00 ,"350,000","3,847,017",10%,"$350,000 ",,,,
,10/26/21 9:12,10/25/21,VLCN,"Volcon, Inc.",James Adrian,"Dir, 10%",P - Purchase,$11.14 ,"6,300","1,153,900",1%,"$70,182 ",,,,
,10/26/21 9:39,10/25/21,HOMB,Home Bancshares Inc,Rankin Jim,Dir,S - Sale,$24.45 ,-3,"218,228",0%,($62),,,,
,10/26/21 10:22,10/25/21,PZG,Paramount Gold Nevada Corp.,Reynolds Christopher J.,Dir,P - Purchase,$0.84 ,"4,600","36,100",15%,"$3,872 ",,,,
,10/26/21 10:38,10/25/21,CNBKA,Century Bancorp Inc,Filler James J,10%,P - Purchase,$115.02 ,91,"869,350",0%,"$10,467 ",,,,
,10/26/21 10:50,10/25/21,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,293.77 ",22,"366,321",0%,"$28,463 ",,,,
,10/26/21 11:31,10/25/21,NVR,Nvr Inc,Kelpy Matthew B.,"VP, Chief Accounting Officer",P - Purchase,"$4,860.00 ",100,249,67%,"$486,000 ",,,,
D,10/26/21 13:08,10/25/21,VICR,Vicor Corp,Grava Nancy L,VP-HR,S - Sale+OE,$150.00 ,"-2,000",0,-100%,"($300,000)",,,,
,10/26/21 13:36,10/25/21,VZIO,Vizio Holding Corp.,"V-Tw Holdings, LLC",10%,S - Sale,$20.50 ,"-21,260","11,686,048",0%,"($435,826)",,,,
,10/26/21 15:22,10/25/21,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$23.50 ,300,"4,436",7%,"$7,050 ",,,,
,10/26/21 16:01,10/25/21,BFST,"Business First Bancshares, Inc.",White Steven Gerard,Dir,S - Sale,$26.83 ,"-4,000","40,468",-9%,"($107,320)",,,,
,10/26/21 16:04,10/25/21,INTC,Intel Corp,Gelsinger Patrick P,CEO,P - Purchase,$49.94 ,"10,000","219,750",5%,"$499,398 ",,,,
D,10/26/21 16:04,10/25/21,CRM,"Salesforce.Com, Inc.",Tallapragada Srinivas,"Pres, Chief Engineering Office",S - Sale+OE,$293.19 ,-895,"40,665",-2%,"($262,406)",,,,
D,10/26/21 16:06,10/25/21,CRM,"Salesforce.Com, Inc.",Hyder Brent,"Pres, Chief People Officer",S - Sale+OE,$293.19 ,-781,"2,043",-28%,"($228,982)",,,,
,10/26/21 16:06,10/25/21,INTC,Intel Corp,Goetz James J,Dir,P - Purchase,$49.76 ,"20,000","198,521",11%,"$995,200 ",,,,
,10/26/21 16:07,10/25/21,INTC,Intel Corp,Lavizzo-Mourey Risa J,Dir,P - Purchase,$49.50 ,"5,000","12,079",71%,"$247,500 ",,,,
,10/26/21 16:09,10/25/21,ACBI,"Atlantic Capital Bancshares, Inc.",Bugbee Robert R II,CHIEF CREDIT OFFICER,S - Sale,$27.89 ,"-1,000","39,616",-2%,"($27,890)",,,,
,10/26/21 16:08,10/25/21,INTC,Intel Corp,Weisler Dion J,Dir,P - Purchase,$49.85 ,"5,015","11,952",72%,"$249,998 ",,,,
,10/26/21 16:09,10/25/21,INTC,Intel Corp,Yeary Frank D,Dir,P - Purchase,$49.66 ,"10,000","58,808",20%,"$496,595 ",,,,
D,10/26/21 16:33,10/25/21,AUPH,Aurinia Pharmaceuticals Inc.,Huizinga Robert Bindert,EVP of Research,S - Sale+OE,$29.75 ,"-130,000","65,728",-66%,"($3,867,500)",,,,
M,10/26/21 16:33,10/25/21,GBL,"Gamco Investors, Inc. Et Al","Associated Capital Group, Inc.",10%,S - Sale,$27.50 ,"-1,031","1,675,760",0%,"($28,353)",,,,
,10/26/21 16:35,10/25/21,EGHT,8X8 Inc /de/,Zinn Matthew,"SVP-CLO, Secretary",S - Sale,$22.45 ,"-1,363","74,904",-2%,"($30,599)",,,,
,10/26/21 16:36,10/25/21,ACN,Accenture Plc,Clark Richard P,Chief Accounting Officer,S - Sale,$356.08 ,"-2,131","11,830",-15%,"($758,811)",,,,
,10/26/21 16:35,10/25/21,ACN,Accenture Plc,Casati Gianfranco,CEO-Growth Markets,S - Sale,$355.41 ,"-20,516","26,080",-44%,"($7,291,534)",,,,
,10/26/21 16:37,10/25/21,ACN,Accenture Plc,Sweet Julie Spellman,"Chair, CEO",S - Sale,$356.11 ,"-5,000","25,998",-16%,"($1,780,559)",,,,
,10/26/21 16:37,10/25/21,EGHT,8X8 Inc /de/,Deklich Dejan,Chief Products Officer,S - Sale,$22.45 ,"-1,831","152,158",-1%,"($41,106)",,,,
,10/26/21 16:36,10/25/21,ACN,Accenture Plc,McClure Kathleen R,CFO,S - Sale,$356.47 ,"-1,797","16,754",-10%,"($640,582)",,,,
,10/26/21 16:36,10/25/21,ACN,Accenture Plc,Etheredge James O,Chief Exec-North America,S - Sale,$356.11 ,"-1,966","3,437",-36%,"($700,119)",,,,
D,10/26/21 16:38,10/25/21,ZTS,Zoetis Inc.,Chen Heidi C.,EVP,S - Sale+OE,$210.22 ,"-9,446","24,095",-28%,"($1,985,738)",,,,
,10/26/21 16:37,10/25/21,EGHT,8X8 Inc /de/,Wilson Samuel C.,CFO,S - Sale,$22.45 ,-916,"214,169",0%,"($20,564)",,,,
,10/26/21 16:55,10/25/21,BLFY,Blue Foundry Bancorp,Johnson Michele Dowling,"EVP, CMO",P - Purchase,$13.94 ,"2,000","4,000",100%,"$27,880 ",,,,
,10/26/21 16:55,10/25/21,BLFY,Blue Foundry Bancorp,Nesci James D,"Pres, CEO",P - Purchase,$13.89 ,"5,000","41,582",14%,"$69,443 ",,,,
D,10/26/21 16:58,10/25/21,VLO,Valero Energy Corp/tx,Gorder Joseph W,"COB, CEO",S - Sale+OE,$82.33 ,"-26,750","511,213",-5%,"($2,202,394)",,,,
,10/26/21 16:58,10/25/21,GOSS,"Gossamer Bio, Inc.",Aranda Richard,Chief Medical Officer,S - Sale,$12.25 ,"-2,377","219,971",-1%,"($29,118)",,,,
,10/26/21 17:01,10/25/21,GOSS,"Gossamer Bio, Inc.",Carter Laura,Chief Scientific Officer,S - Sale,$12.25 ,"-2,377","95,306",-2%,"($29,118)",,,,
,10/26/21 17:08,10/25/21,GOSS,"Gossamer Bio, Inc.",Peterson Caryn,"EVP, Regulatory Affairs",S - Sale,$12.25 ,"-2,377","72,451",-3%,"($29,118)",,,,
D,10/26/21 17:11,10/25/21,BERY,"Berry Global Group, Inc.",Begle Curt,Pres,S - Sale+OE,$67.99 ,"-14,000","42,500",-25%,"($951,860)",,,,
D,10/26/21 17:10,10/25/21,ADBE,Adobe Inc.,Chen Gloria,"EVP, Chief People Officer",S - Sale+OE,$644.47 ,-42,"12,817",0%,"($27,068)",,,,
D,10/26/21 17:10,10/25/21,ISR,Intuitive Surgical Inc,Mohr Marshall,"EVP, CFO",S - Sale+OE,$339.20 ,"-20,475","95,712",-18%,"($6,945,122)",,,,
D,10/26/21 17:19,10/25/21,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,$293.44 ,"-20,000","28,986,249",0%,"($5,868,826)",,,,
D,10/26/21 17:25,10/25/21,DXLG,"Destination Xl Group, Inc.",Cooney John F,"CAO, VP-MD",S - Sale+OE,$6.40 ,"-15,000","71,358",-17%,"($95,943)",,,,
M,10/26/21 17:34,10/25/21,UNP,Union Pacific Corp,Hamann Jennifer L,"EVP, CFO",S - Sale,$240.50 ,"-1,000","82,085",-1%,"($240,500)",,,,
D,10/26/21 17:39,10/25/21,CTBI,Community Trust Bancorp Inc /ky/,Waters Andy D,EVP,S - Sale+OE,$43.17 ,-280,"6,601",-4%,"($12,089)",,,,
D,10/26/21 18:00,10/25/21,MRNA,"Moderna, Inc.",Hoge Stephen,Pres,S - Sale+OE,$331.81 ,"-20,000","1,765,646",-1%,"($6,636,097)",,,,
D,10/26/21 18:05,10/25/21,SI,Silvergate Capital Corp,Eisele Derek J.,EVP,S - Sale+OE,$150.73 ,"-40,000","103,696",-28%,"($6,029,042)",,,,
,10/26/21 18:06,10/25/21,ZION,"Zions Bancorporation, National Association /ut/",Alexander Bruce K,EVP and,S - Sale,$66.39 ,"-2,946","13,657",-18%,"($195,585)",,,,
D,10/26/21 18:08,10/25/21,ZION,"Zions Bancorporation, National Association /ut/",Maio Keith D,EVP - Chief Risk Officer,S - Sale+OE,$66.25 ,"-11,785","32,034",-27%,"($780,786)",,,,
D,10/26/21 18:07,10/25/21,SI,Silvergate Capital Corp,Reed Scott A.,Dir,S - Sale+OE,$150.11 ,"-7,522","50,000",-13%,"($1,129,134)",,,,
,10/26/21 18:20,10/25/21,SYPR,Sypris Solutions Inc,Davis Richard L,VP,S - Sale,$3.83 ,"-10,000","231,496",-4%,"($38,300)",,,,
,10/26/21 18:21,10/25/21,HAYW,"Hayward Holdings, Inc.",Jones Eifion,"SVP, CFO",S - Sale,$24.12 ,"-16,222","85,227",-16%,"($391,296)",,,,
M,10/26/21 18:43,10/25/21,PSMT,Pricesmart Inc,Price Philanthropies Foundation,10%,S - Sale,$74.01 ,"-20,000","3,685,055",-1%,"($1,480,233)",,,,
M,10/26/21 18:43,10/25/21,STEP,Stepstone Group Inc.,Waldo Robert,10%,S - Sale,$45.65 ,"-36,238","5,019,306",-1%,"($1,654,183)",,,,
M,10/26/21 18:46,10/25/21,PSMT,Pricesmart Inc,Price Robert E,"Dir, 10%",S - Sale,$74.01 ,"-20,000","2,335,299",-1%,"($1,480,235)",,,,
,10/26/21 19:10,10/25/21,TWST,Twist Bioscience Corp,Banyai William,See Remarks,S - Sale,$118.14 ,"-19,791","306,378",-6%,"($2,338,080)",,,,
D,10/26/21 19:15,10/25/21,NFLX,Netflix Inc,Peters Gregory K,"COO, Chief Product Officer",S - Sale+OE,$675.00 ,"-6,721","13,090",-34%,"($4,536,675)",,,,
,10/26/21 19:57,10/25/21,STEP,Stepstone Group Inc.,Park David Y,Chief Accounting Officer,S - Sale,$45.01 ,"-3,000","28,300",-10%,"($135,030)",,,,
,10/26/21 20:08,10/25/21,ANSS,Ansys Inc,Lee Janet,"VP, GC, Secretary",S - Sale,$370.00 ,"-2,899","14,892",-16%,"($1,072,630)",,,,
D,10/26/21 20:08,10/25/21,VRRM,Verra Mobility Corp,Chiodo Patricia,CFO,S - Sale+OE,$14.76 ,"-80,000","104,508",-43%,"($1,180,536)",,,,
,10/22/21 14:41,10/22/21,COSM,Cosmos Holdings Inc.,Siokas Grigorios,"CEO, 10%",S - Sale,$0.82 ,"-341,900","6,709,167",-5%,"($281,559)",,,,
,10/22/21 16:39,10/22/21,ZTS,Zoetis Inc.,Lagano Roxanne,EVP,S - Sale,$208.03 ,"-1,315","20,244",-6%,"($273,559)",,,,
,10/22/21 17:26,10/22/21,BOKF,Bok Financial Corp,Bradshaw Steven G,"Pres, CEO",S - Sale,$100.19 ,"-10,000","93,954",-10%,"($1,001,923)",,,,
D,10/22/21 17:36,10/22/21,CRM,"Salesforce.Com, Inc.",Hyder Brent,"Pres, Chief People Officer",S - Sale+OE,$289.00 ,"-2,708","1,271",-68%,"($782,612)",,,,
,10/22/21 17:48,10/22/21,QTRX,Quanterix Corp,Hrusovsky E Kevin,"COB, CEO",S - Sale,$50.70 ,"-5,000","906,316",-1%,"($253,520)",,,,
,10/22/21 19:12,10/22/21,RMCF,"Rocky Mountain Chocolate Factory, Inc.",Dudley Edward L,"SVP Sales, Marketing",S - Sale,$8.71 ,"-5,000","57,063",-8%,"($43,556)",,,,
,10/21/21 9:51,10/21/21,ENBP,Enb Financial Corp,Bitner Rachel G,CFO,P - Purchase,$22.18 ,400,"1,614",33%,"$8,872 ",,,,
,10/21/21 12:52,10/21/21,GALT,Galectin Therapeutics Inc,Freeman Kevin D,Dir,P - Purchase,$3.19 ,"2,000","77,469",3%,"$6,380 ",,,,
,10/21/21 15:09,10/21/21,RMCF,"Rocky Mountain Chocolate Factory, Inc.",Coupe Donna L.,VP Franchise Support,S - Sale,$8.44 ,"-7,000","19,933",-26%,"($59,052)",,,,
D,10/21/21 16:30,10/21/21,UTHR,United Therapeutics Corp,Mahon Paul A,"EVP, GC",S - Sale+OE,$190.18 ,"-6,000","36,369",-14%,"($1,141,082)",,,,
D,10/21/21 18:56,10/21/21,HPE,Hewlett Packard Enterprise Co,Hotard Justin,"SVP, GM, HPC, MCS",S - Sale+OE,$15.41 ,"-12,286",0,-100%,"($189,327)",,,,
,10/22/21 7:00,10/21/21,VOXX,Voxx International Corp,Kahli Beat,"Dir, 10%",P - Purchase,$10.95 ,"10,000","4,535,090",0%,"$109,500 ",,,,
,10/22/21 7:07,10/21/21,WBT,"Welbilt, Inc.",Agard Martin D.,EVP CFO,S - Sale,$23.66 ,"-23,532","102,739",-19%,"($556,775)",,,,
,10/22/21 9:34,10/21/21,LFUS,Littelfuse Inc /de,Heinzmann David W,"Pres, CEO",S - Sale,$294.00 ,"-9,867","41,697",-19%,"($2,900,898)",,,,
,10/22/21 11:02,10/21/21,HAYW,"Hayward Holdings, Inc.",Smith Donald Matthew,"SVP, Chief Supply Chain Offi.",S - Sale,$22.94 ,"-96,178","432,918",-18%,"($2,206,429)",,,,
,10/22/21 11:06,10/21/21,VOLT,"Volt Information Sciences, Inc.",Ursaner Arnold,Dir,P - Purchase,$3.30 ,"5,000","139,502",4%,"$16,475 ",,,,
D,10/22/21 11:58,10/21/21,SLAB,Silicon Laboratories Inc.,Tolany Brandon,SVP of Worldwide Sales,S - Sale+OE,$151.38 ,"-4,953","26,469",-16%,"($749,785)",,,,
,10/22/21 12:03,10/21/21,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,241.03 ",22,"371,686",0%,"$27,303 ",,,,
,10/22/21 13:40,10/21/21,MLI,Mueller Industries Inc,Gladstein Gary S,Dir,P - Purchase,$47.71 ,"11,399","133,251",9%,"$543,846 ",,,,
D,10/22/21 14:17,10/21/21,SGMA,Sigmatron International Inc,Upadhyaya Raj B,EVP,S - Sale+OE,$9.85 ,"-3,494",0,-100%,"($34,416)",,,,
D,10/22/21 14:25,10/21/21,SGMA,Sigmatron International Inc,Upadhyaya Raj B,EVP,S - Sale+OE,$9.85 ,"-8,500",0,-100%,"($83,725)",,,,
,10/22/21 15:05,10/21/21,IDT,Idt Corp,Pereira Bill,"COO, Pres",S - Sale,$47.38 ,"-4,690","33,408",-12%,"($222,190)",,,,
,10/22/21 15:46,10/21/21,SMP,"Standard Motor Products, Inc.",Sills Peter J,Director Emeritus,S - Sale,$47.27 ,"-2,841","1,334,794",0%,"($134,294)",,,,
,10/22/21 15:54,10/21/21,KNX,Knight-Swift Transportation Holdings Inc.,Knight Gary J,Vice COB,S - Sale,$55.00 ,"-50,000","2,669,564",-2%,"($2,750,000)",,,,
,10/22/21 16:07,10/21/21,BKR,Baker Hughes Co,Worrell Brian,CFO,S - Sale,$24.87 ,"-29,333","144,951",-17%,"($729,512)",,,,
,10/22/21 16:15,10/21/21,OSH,"Oak Street Health, Inc.",Guenthner Robert,GC,S - Sale,$45.75 ,"-10,328","468,370",-2%,"($472,505)",,,,
,10/22/21 16:21,10/21/21,SITM,Sitime Corp,Pangrazio Vincent P,See Remarks,S - Sale,$225.00 ,-150,"84,613",0%,"($33,750)",,,,
,10/22/21 16:21,10/21/21,QCRH,Qcr Holdings Inc,Ziegler Marie Z.,Dir,P - Purchase,$52.33 ,125,"47,179",0%,"$6,541 ",,,,
,10/22/21 16:30,10/21/21,ZNGA,Zynga Inc,Griffin James Gerard,CFO,S - Sale,$8.00 ,"-52,636","563,273",-9%,"($421,088)",,,,
D,10/22/21 16:33,10/21/21,HBAN,Huntington Bancshares Inc /md/,Tutkovics Julie C,EVP of Principal Sub.,S - Sale+OE,$16.70 ,"-3,544","257,662",-1%,"($59,185)",,,,
,10/22/21 16:33,10/21/21,HBAN,Huntington Bancshares Inc /md/,Litsey Jana J,GC,S - Sale,$16.75 ,"-6,000","160,097",-4%,"($100,500)",,,,
D,10/22/21 16:37,10/21/21,SI,Silvergate Capital Corp,Dircks Thomas C,Dir,S - Sale+OE,$150.11 ,"-50,000","100,203",-33%,"($7,505,665)",,,,
,10/22/21 16:38,10/21/21,MKL,Markel Corp,Markel Steven A,Dir,S - Sale,"$1,317.25 ","-1,000","96,614",-1%,"($1,317,246)",,,,
,10/22/21 16:40,10/21/21,RPM,Rpm International Inc/de/,Kinser Timothy R.,VP-Operations,S - Sale,$87.54 ,-800,"16,671",-5%,"($70,032)",,,,
D,10/22/21 16:53,10/21/21,KSU,Kansas City Southern,Ottensmeyer Patrick J,"Pres, CEO",S - Sale+OE,$301.90 ,"-4,690","125,816",-4%,"($1,415,887)",,,,
D,10/22/21 17:04,10/21/21,KSU,Kansas City Southern,Upchurch Michael W,"EVP, CFO",S - Sale+OE,$301.41 ,"-37,845","27,322",-58%,"($11,406,801)",,,,
D,10/22/21 17:07,10/21/21,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,$290.28 ,"-20,000","28,986,249",0%,"($5,805,665)",,,,
D,10/22/21 17:07,10/21/21,FTNT,"Fortinet, Inc.",Whittle John,"VP Corp Dev, Strat Alliance,GC",S - Sale+OE,$331.47 ,"-2,410",0,-100%,"($798,847)",,,,
D,10/22/21 17:09,10/21/21,KSU,Kansas City Southern,Godderz Adam J,"SVP Chief Legal Ofc, Corp Sec",S - Sale+OE,$301.89 ,"-8,844","7,314",-55%,"($2,669,911)",,,,
D,10/22/21 17:12,10/21/21,SI,Silvergate Capital Corp,Reed Scott A.,Dir,S - Sale+OE,$150.02 ,"-5,498","57,522",-9%,"($824,806)",,,,
,10/22/21 17:15,10/21/21,IBKR,"Interactive Brokers Group, Inc.",Mendonca Denis,Chief Accounting Officer,S - Sale,$75.00 ,"-8,591","17,883",-32%,"($644,325)",,,,
D,10/22/21 17:22,10/21/21,AMKR,"Amkor Technology, Inc.",Faust Megan,CFO,S - Sale+OE,$22.94 ,"-5,000","14,844",-25%,"($114,700)",,,,
,10/22/21 17:34,10/21/21,CERT,"Certara, Inc.",Edge Justin,"Pres, REGULATORY, ACCESS",S - Sale,$38.60 ,"-6,116","405,090",-1%,"($236,078)",,,,
M,10/22/21 19:00,10/21/21,RNG,"Ringcentral, Inc.",Agarwal Vaibhav,Chief Accounting Officer,S - Sale,$250.00 ,-357,"28,726",-1%,"($89,250)",,,,
,10/22/21 19:11,10/21/21,LUNG,Pulmonx Corp,French Glendon E. III,"Pres, CEO",S - Sale,$39.75 ,"-25,000","1,130,370",-2%,"($993,681)",,,,
,10/22/21 19:40,10/21/21,ZIP,"Ziprecruiter, Inc.",Hadley Harbor Master Investors (Cayman) II L.P.,10%,S - Sale,$28.77 ,"-47,411","8,297,294",-1%,"($1,364,014)",,,,
,10/22/21 19:58,10/21/21,OCGN,"Ocugen, Inc.",Kompella Uday,Dir,S - Sale,$9.01 ,"-1,898","826,461",0%,"($17,101)",,,,
,10/22/21 20:15,10/21/21,DKNG,Draftkings Inc.,Robins Jason,See Remarks,S - Sale,$49.33 ,"-333,334","3,836,502",-8%,"($16,442,008)",,,,
,10/22/21 20:15,10/21/21,KTOS,"Kratos Defense & Security Solutions, Inc.",Demarco Eric M,"Pres, CEO",S - Sale,$22.60 ,"-10,000","414,759",-2%,"($226,007)",,,,
,10/22/21 20:23,10/21/21,KTOS,"Kratos Defense & Security Solutions, Inc.",Lund Deanna H,"EVP, CFO",S - Sale,$22.65 ,"-11,500","204,275",-5%,"($260,433)",,,,
,10/22/21 20:31,10/21/21,KTOS,"Kratos Defense & Security Solutions, Inc.",Mendoza Marie,"SVP, GC",S - Sale,$22.72 ,"-1,050","26,130",-4%,"($23,856)",,,,
,10/20/21 14:15,10/20/21,YORW,York Water Co,Rasmussen Steven R,Dir,P - Purchase,$46.42 ,13,"2,802",0%,$600 ,,,,
,10/20/21 15:18,10/20/21,K,Kellogg Co,Kellogg W K Foundation Trust,10%,S - Sale,$61.91 ,"-83,334","58,798,504",0%,"($5,158,900)",,,,
,10/20/21 17:58,10/20/21,SAFE,Safehold Inc.,Istar Inc.,10%,P - Purchase,$75.84 ,"13,185","36,142,795",0%,"$999,950 ",,,,
,10/20/21 18:17,10/20/21,SCHW,Schwab Charles Corp,Schwab Charles R.,COB,S - Sale,$81.18 ,"-185,250","116,115,715",0%,"($15,039,410)",,,,
,10/20/21 19:14,10/20/21,SWTX,"Springworks Therapeutics, Inc.",Islam Saqib,CEO,S - Sale,$58.67 ,"-10,083","779,218",-1%,"($591,527)",,,,
D,10/20/21 19:31,10/20/21,FB,Facebook Inc,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,$340.97 ,"-77,300","742,786",-9%,"($26,356,574)",,,,
,10/20/21 20:17,10/20/21,MPWR,Monolithic Power Systems Inc,Blegen Theodore,CFO,S - Sale,$496.59 ,"-1,897","136,400",-1%,"($942,031)",,,,
,10/21/21 7:00,10/20/21,ETWO,"E2Open Parent Holdings, Inc.",Hantman Peter,COO,P - Purchase,$11.95 ,"6,280","75,000",9%,"$75,040 ",,,,
,10/21/21 7:00,10/20/21,ETWO,"E2Open Parent Holdings, Inc.",Janik Jarett,CFO,P - Purchase,$11.84 ,"2,000","78,720",3%,"$23,680 ",,,,
,10/21/21 7:00,10/20/21,VOXX,Voxx International Corp,Kahli Beat,"Dir, 10%",P - Purchase,$11.21 ,"10,000","4,525,090",0%,"$112,100 ",,,,
,10/21/21 7:00,10/20/21,ETWO,"E2Open Parent Holdings, Inc.",Farlekas Michael,CEO,P - Purchase,$11.89 ,"20,000","253,531",9%,"$237,706 ",,,,
D,10/21/21 8:05,10/20/21,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,844.47 ","-13,888",0,-100%,"($39,504,042)",,,,
,10/21/21 8:10,10/20/21,ENBP,Enb Financial Corp,Zimmerman Roger L,Dir,P - Purchase,$22.10 ,370,"1,000",59%,"$8,178 ",,,,
D,10/21/21 8:15,10/20/21,GOOG,Alphabet Inc.,Page Lawrence,"Dir, 10%",S - Sale+OE,"$2,857.50 ","-13,888","19,763,614",0%,"($39,685,009)",,,,
,10/21/21 11:20,10/20/21,CNBKA,Century Bancorp Inc,Evangelista Paul A,EVP,P - Purchase,$115.19 ,2,"8,241",0%,$197 ,,,,
,10/21/21 11:38,10/20/21,HAYW,"Hayward Holdings, Inc.",Smith Donald Matthew,"SVP, Chief Supply Chain Offi.",S - Sale,$22.47 ,"-25,000","529,096",-5%,"($561,625)",,,,
,10/21/21 12:04,10/20/21,NSYS,Nortech Systems Inc,Miller Jay D,"Pres, CEO",P - Purchase,$10.84 ,100,"26,400",0%,"$1,084 ",,,,
,10/21/21 12:15,10/20/21,TPL,Texas Pacific Land Corp,Stahl Murray,Dir,P - Purchase,"$1,270.92 ",22,"371,664",0%,"$27,960 ",,,,
D,10/21/21 13:33,10/20/21,NTGR,"Netgear, Inc.",Merrill Mark G,CTO,S - Sale+OE,$33.24 ,"-3,500","58,705",-6%,"($116,355)",,,,
,10/21/21 13:38,10/20/21,PLPC,Preformed Line Products Co,Gibbons Michael E,Dir,P - Purchase,$67.09 ,19,"18,418",0%,"$1,275 ",,,,
D,10/21/21 14:05,10/20/21,SGMA,Sigmatron International Inc,Upadhyaya Raj B,EVP,S - Sale+OE,$9.50 ,-100,"3,494",-3%,($950),,,,
D,10/21/21 14:14,10/20/21,SCHW,Schwab Charles Corp,Bettinger Walter W,CEO,S - Sale+OE,$81.19 ,"-206,025","219,174",-48%,"($16,727,747)",,,,
D,10/21/21 14:35,10/20/21,GOOG,Alphabet Inc.,Pichai Sundar,CEO,S - Sale+OE,"$2,875.05 ","-3,000","90,000",-3%,"($8,625,152)",,,,
D,10/21/21 15:03,10/20/21,RDFN,Redfin Corp,Mylod Robert J Jr,Dir,S - Sale+OE,$51.29 ,"-2,750","4,516",-38%,"($141,056)",,,,
,10/21/21 16:09,10/20/21,LW,"Lamb Weston Holdings, Inc.",Niblock Robert A,Dir,P - Purchase,$56.40 ,"2,500","11,590",28%,"$141,000 ",,,,
,10/21/21 16:14,10/20/21,ODC,Oil-Dri Corp of America,Selig Allan H,Dir,P - Purchase,$34.91 ,"1,000","49,000",2%,"$34,910 ",,,,
D,10/21/21 16:17,10/20/21,EXPI,"Exp World Holdings, Inc.",Miles Randall D,Dir,S - Sale+OE,$48.11 ,"-15,000","700,080",-2%,"($721,684)",,,,
,10/21/21 16:18,10/20/21,EXPI,"Exp World Holdings, Inc.",Gesing Jason,"CEO of eXp Realty, 10%",S - Sale,$47.83 ,"-11,500","2,201,522",-1%,"($550,089)",,,,
D,10/21/21 16:33,10/20/21,PTON,"Peloton Interactive, Inc.",Kushi Hisao,"Chief Legal, Culture Officer",S - Sale+OE,$91.94 ,"-80,000","1,724",-98%,"($7,355,096)",,,,
D,10/21/21 16:36,10/20/21,CRM,"Salesforce.Com, Inc.",Benioff Marc,"Chair of the Board, CEO",S - Sale+OE,$290.17 ,"-20,000","28,986,249",0%,"($5,803,394)",,,,
,10/21/21 16:35,10/20/21,SMTI,Sanara Medtech Inc.,Bowman Shawn M.,Pres - Wound Care Div.,S - Sale,$34.19 ,"-1,000","15,668",-6%,"($34,191)",,,,
,10/21/21 16:39,10/20/21,CERT,"Certara, Inc.",Edge Justin,"Pres, REGULATORY, ACCESS",S - Sale,$38.58 ,"-12,674","411,206",-3%,"($488,963)",,,,
,10/21/21 16:50,10/20/21,ANGO,Angiodynamics Inc,Helsel Dave,"SVP Global Operations, R, D",S - Sale,$27.97 ,"-3,494","26,387",-12%,"($97,727)",,,,
M,10/21/21 17:04,10/20/21,SOTK,Sono Tek Corp,Riemer Joseph,Dir,S - Sale,$5.46 ,"-13,500","60,018",-18%,"($73,735)",,,,
